Idx,w_bc,min-bc-loss,min-total-loss
7.700000000000000000e+01,2.865120269663781836e-03,2.993940375745296478e-03,3.549837972968816757e-03
7.800000000000000000e+01,2.905078650510862365e-03,3.035695292055606842e-03,3.657435066998004913e-03
7.900000000000000000e+01,2.945594310651527235e-03,3.078032517805695534e-03,8.417130447924137115e-03
8.000000000000000000e+01,2.986675022177755559e-03,3.040505805984139442e-03,7.151310797780752182e-03
8.100000000000000000e+01,3.028328665574947422e-03,3.113198094069957733e-03,7.058877497911453247e-03
8.200000000000000000e+01,3.070563231233639986e-03,3.208620240911841393e-03,4.129479173570871353e-03
8.300000000000000000e+01,3.113386820982308283e-03,3.253369359299540520e-03,3.834574716165661812e-03
8.400000000000000000e+01,3.156807649641515251e-03,3.077569650486111641e-03,6.152348592877388000e-03
8.500000000000000000e+01,3.200834046599767505e-03,3.344748402014374733e-03,4.009874537587165833e-03
8.600000000000000000e+01,3.245474457411333565e-03,3.391395788639783859e-03,9.004174731671810150e-03
8.700000000000000000e+01,3.290737445416344175e-03,3.438693936914205551e-03,4.047643393278121948e-03
8.800000000000000000e+01,3.336631693383507354e-03,2.429086016491055489e-03,8.861592039465904236e-03
8.900000000000000000e+01,3.383166005175694026e-03,2.256005071103572845e-03,6.883085239678621292e-03
9.000000000000000000e+01,3.430349307438802786e-03,3.584582824259996414e-03,4.270792007446289062e-03
9.100000000000000000e+01,3.478190651314131028e-03,3.634575055912137032e-03,4.333738703280687332e-03
9.200000000000000000e+01,3.526699214174661406e-03,3.685264848172664642e-03,4.315625876188278198e-03
9.300000000000000000e+01,3.575884301385547255e-03,3.043290926143527031e-03,6.785819306969642639e-03
9.400000000000000000e+01,3.625755348089153025e-03,3.788774600252509117e-03,4.489852581173181534e-03
9.500000000000000000e+01,3.676321921015003168e-03,3.841614583507180214e-03,4.494381602853536606e-03
9.600000000000000000e+01,3.727593720314941773e-03,3.895191708579659462e-03,4.535817075520753860e-03
9.700000000000000000e+01,3.779580581423917091e-03,3.262380138039588928e-03,9.519772604107856750e-03
9.800000000000000000e+01,3.832292476946714491e-03,3.292845562100410461e-03,7.289845496416091919e-03
9.900000000000000000e+01,3.885739518570976991e-03,4.060448147356510162e-03,4.713516682386398315e-03
1.000000000000000000e+02,3.939931959006934444e-03,3.325536847114562988e-03,8.446502499282360077e-03
1.010000000000000000e+02,3.994880193954174034e-03,4.174496047198772430e-03,4.855827894061803818e-03
1.020000000000000000e+02,4.050594764095831989e-03,3.333281725645065308e-03,9.726542979478836060e-03
1.030000000000000000e+02,4.107086357120624982e-03,4.291747231036424637e-03,5.057901609688997269e-03
1.040000000000000000e+02,4.164365809773037420e-03,3.355340333655476570e-03,9.151817299425601959e-03
1.050000000000000000e+02,4.222444109932139457e-03,4.412291571497917175e-03,5.124248098582029343e-03
1.060000000000000000e+02,4.281332398719394847e-03,4.473827313631772995e-03,5.181571468710899353e-03
1.070000000000000000e+02,4.341041972635832462e-03,4.536221735179424286e-03,5.668315570801496506e-03
1.080000000000000000e+02,4.401584285729061990e-03,4.599485546350479126e-03,5.428003612905740738e-03
1.090000000000000000e+02,4.462970951790488569e-03,4.663632716983556747e-03,5.790263414382934570e-03
1.100000000000000000e+02,4.525213746583193856e-03,3.255193121731281281e-03,9.657625108957290649e-03
1.110000000000000000e+02,4.588324610100847842e-03,4.794622305780649185e-03,5.976059939712285995e-03
1.120000000000000000e+02,4.652315648858164863e-03,3.519024001434445381e-03,8.473450317978858948e-03
1.130000000000000000e+02,4.717199138213297623e-03,3.527177032083272934e-03,8.341792970895767212e-03
1.140000000000000000e+02,4.782987524722588993e-03,3.441200824454426765e-03,9.490101598203182220e-03
1.150000000000000000e+02,4.849693428528200310e-03,5.067742429673671722e-03,6.218854803591966629e-03
1.160000000000000000e+02,4.917329645779022936e-03,5.138420034199953079e-03,6.001093890517950058e-03
1.170000000000000000e+02,4.985909151085346665e-03,5.210082512348890305e-03,6.005072034895420074e-03
1.180000000000000000e+02,5.055445100007795005e-03,5.282745230942964554e-03,6.138728931546211243e-03
1.190000000000000000e+02,5.125950831580914149e-03,5.356421228498220444e-03,6.610773503780364990e-03
1.200000000000000000e+02,5.197439870872008934e-03,5.431124474853277206e-03,6.221802439540624619e-03
1.210000000000000000e+02,5.269925931575657717e-03,3.610765561461448669e-03,9.681003168225288391e-03
1.220000000000000000e+02,5.343422918644377163e-03,3.531998721882700920e-03,1.030214317142963409e-02
1.230000000000000000e+02,5.417944930956016328e-03,5.661543458700180054e-03,6.579043809324502945e-03
1.240000000000000000e+02,5.493506264018324127e-03,5.740502383559942245e-03,6.900394335389137268e-03
1.250000000000000000e+02,5.570121412711271335e-03,5.820562131702899933e-03,6.756662856787443161e-03
1.260000000000000000e+02,5.647805074067558176e-03,5.901738535612821579e-03,6.728405598551034927e-03
1.270000000000000000e+02,5.726572150091955443e-03,5.984046962112188339e-03,6.864205468446016312e-03
1.280000000000000000e+02,5.806437750619960515e-03,3.613487118855118752e-03,1.103253383189439774e-02
1.290000000000000000e+02,5.887417196216275690e-03,6.152124144136905670e-03,1.032966002821922302e-02
1.300000000000000000e+02,5.969526021113761086e-03,6.237925030291080475e-03,7.139565423130989075e-03
1.310000000000000000e+02,6.052779976193354769e-03,3.657085821032524109e-03,1.053900457918643951e-02
1.320000000000000000e+02,6.137195032005542984e-03,6.413132417947053909e-03,7.730462588369846344e-03
1.330000000000000000e+02,6.222787381834007578e-03,6.502572912722826004e-03,7.514948025345802307e-03
1.340000000000000000e+02,6.309573444801936347e-03,6.593260914087295532e-03,7.618996314704418182e-03
1.350000000000000000e+02,6.397569869021709280e-03,3.767310408875346184e-03,1.091914996504783630e-02
1.360000000000000000e+02,6.486793534788513199e-03,6.778449285775423050e-03,7.757657673209905624e-03
1.370000000000000000e+02,6.577261557818441656e-03,6.872985046356916428e-03,7.929684594273567200e-03
1.380000000000000000e+02,6.668991292531815593e-03,3.777637844905257225e-03,1.156178489327430725e-02
1.390000000000000000e+02,6.762000335382259072e-03,3.728589974343776703e-03,1.159074157476425171e-02
1.400000000000000000e+02,6.856306528232236110e-03,3.595538204535841942e-03,1.103510614484548569e-02
1.410000000000000000e+02,6.951927961775608913e-03,7.264496758580207825e-03,8.666131645441055298e-03
1.420000000000000000e+02,7.048882979007984294e-03,3.669750643894076347e-03,1.176886260509490967e-02
1.430000000000000000e+02,7.147190178745451913e-03,3.735621226951479912e-03,1.184863038361072540e-02
1.440000000000000000e+02,7.246868419192348428e-03,7.572697941213846207e-03,8.676362223923206329e-03
1.450000000000000000e+02,7.347936821558838545e-03,3.534153103828430176e-03,1.194955408573150635e-02
1.460000000000000000e+02,7.450414773728919297e-03,3.823581617325544357e-03,1.198428589850664139e-02
1.470000000000000000e+02,7.554321933979575229e-03,7.893974892795085907e-03,8.976595476269721985e-03
1.480000000000000000e+02,7.659678234751839121e-03,8.004068396985530853e-03,9.112044237554073334e-03
1.490000000000000000e+02,7.766503886474377533e-03,3.914787899702787399e-03,1.216020993888378143e-02
1.500000000000000000e+02,7.874819381440488486e-03,3.100645961239933968e-03,1.222227793186903000e-02
1.510000000000000000e+02,7.984645497739088077e-03,8.343647234141826630e-03,9.890678338706493378e-03
1.520000000000000000e+02,8.096003303240574198e-03,3.131545381620526314e-03,1.233691722154617310e-02
1.530000000000000000e+02,8.208914159638260391e-03,3.422879613935947418e-03,1.203674543648958206e-02
1.540000000000000000e+02,8.323399726546176075e-03,8.697631768882274628e-03,9.948040358722209930e-03
1.550000000000000000e+02,8.439481965654003354e-03,8.818933740258216858e-03,1.005966030061244965e-02
1.560000000000000000e+02,8.557183144940010838e-03,3.925746306777000427e-03,1.256099715828895569e-02
1.570000000000000000e+02,8.676525842942643674e-03,3.986994735896587372e-03,1.249285507947206497e-02
1.580000000000000000e+02,8.797532953091819277e-03,9.193082340061664581e-03,1.041419990360736847e-02
1.590000000000000000e+02,8.920227688100494309e-03,3.011617343872785568e-03,1.272776816040277481e-02
1.600000000000000000e+02,9.044633584417587080e-03,3.507046261802315712e-03,1.276993565261363983e-02
1.610000000000000000e+02,9.170774506742938870e-03,4.020052962005138397e-03,1.283333078026771545e-02
1.620000000000000000e+02,9.298674652605266530e-03,9.716756641864776611e-03,1.100196409970521927e-02
1.630000000000000000e+02,9.428358557003978929e-03,9.852271527051925659e-03,1.123238820582628250e-02
1.640000000000000000e+02,9.559851097115665622e-03,3.828847082331776619e-03,1.300896331667900085e-02
1.650000000000000000e+02,9.693177497066322867e-03,3.478446975350379944e-03,1.306320540606975555e-02
1.660000000000000000e+02,9.828363332770028230e-03,1.027026120573282242e-02,1.601596176624298096e-02
1.670000000000000000e+02,9.965434536835186125e-03,4.058366641402244568e-03,1.316729653626680374e-02
1.680000000000000000e+02,1.010441740353915097e-02,1.055872719734907150e-02,1.194125413894653320e-02
1.690000000000000000e+02,1.024533859387224098e-02,1.070598419755697250e-02,1.211838331073522568e-02
1.700000000000000000e+02,1.038822514065209160e-02,4.008063580840826035e-03,1.335944794118404388e-02
1.710000000000000000e+02,1.053310445370937709e-02,2.386305481195449829e-03,1.341279037296772003e-02
1.720000000000000000e+02,1.068000432514575569e-02,1.116019207984209061e-02,1.268353778868913651e-02
1.730000000000000000e+02,1.082895293466528547e-02,1.131583843380212784e-02,1.277430169284343719e-02
1.740000000000000000e+02,1.097997885498005165e-02,1.147365476936101913e-02,1.303183566778898239e-02
1.750000000000000000e+02,1.113311105729128912e-02,1.163367182016372681e-02,1.345489639788866043e-02
1.760000000000000000e+02,1.128837891684689870e-02,1.179592125117778778e-02,1.337872911244630814e-02
1.770000000000000000e+02,1.144581221857647081e-02,4.216196946799755096e-03,1.375057362020015717e-02
1.780000000000000000e+02,1.160544116280495114e-02,1.212723925709724426e-02,1.374806370586156845e-02
1.790000000000000000e+02,1.176729637104587112e-02,1.229637116193771362e-02,1.436500437557697296e-02
1.800000000000000000e+02,1.193140889187554489e-02,1.246786303818225861e-02,1.405898761004209518e-02
1.810000000000000000e+02,1.209781020688901684e-02,1.264174561947584152e-02,1.712573878467082977e-02
1.820000000000000000e+02,1.226653223673919609e-02,4.170154687017202377e-03,1.418050378561019897e-02
1.830000000000000000e+02,1.243760734726017010e-02,1.299681980162858963e-02,1.472117193043231964e-02
1.840000000000000000e+02,1.261106835567591365e-02,3.991264849901199341e-03,1.425100490450859070e-02
1.850000000000000000e+02,1.278694853689558812e-02,1.336186751723289490e-02,1.501028705388307571e-02
1.860000000000000000e+02,1.296528162989668900e-02,1.354821957647800446e-02,1.526566501706838608e-02
1.870000000000000000e+02,1.314610184419709275e-02,4.259993322193622589e-03,1.437351573258638382e-02
1.880000000000000000e+02,1.332944386641753479e-02,1.392875425517559052e-02,1.607260294258594513e-02
1.890000000000000000e+02,1.351534286693544147e-02,4.331270698457956314e-03,1.449005492031574249e-02
1.900000000000000000e+02,1.370383450663168780e-02,4.304770845919847488e-03,1.454826537519693375e-02
1.910000000000000000e+02,1.389495494373138747e-02,4.233252722769975662e-03,1.463157683610916138e-02
1.920000000000000000e+02,1.408874084074009971e-02,4.343793261796236038e-03,1.471756957471370697e-02
1.930000000000000000e+02,1.428522937147676426e-02,1.492751389741897583e-02,1.712715998291969299e-02
1.940000000000000000e+02,1.448445822820476278e-02,4.306800197809934616e-03,1.479659043252468109e-02
1.950000000000000000e+02,1.468646562886237981e-02,1.534678973257541656e-02,1.765778288245201111e-02
1.960000000000000000e+02,1.489129032439409812e-02,1.556082442402839661e-02,1.787894591689109802e-02
1.970000000000000000e+02,1.509897160618420275e-02,4.370849579572677612e-03,1.497325301170349121e-02
1.980000000000000000e+02,1.530954931359400882e-02,4.348445218056440353e-03,1.504359208047389984e-02
1.990000000000000000e+02,1.552306384160421875e-02,4.468964878469705582e-03,1.510307285934686661e-02
2.000000000000000000e+02,1.573955614856385396e-02,4.433399066329002380e-03,1.526726409792900085e-02
2.010000000000000000e+02,1.595906776404731886e-02,3.032283624634146690e-03,1.527487859129905701e-02
2.020000000000000000e+02,1.618164079682089807e-02,4.408053122460842133e-03,1.527481619268655777e-02
2.030000000000000000e+02,1.640731794292056220e-02,4.285836592316627502e-03,1.536980271339416504e-02
2.040000000000000000e+02,1.663614249384222366e-02,1.738412678241729736e-02,1.951414905488491058e-02
2.050000000000000000e+02,1.686815834484636095e-02,1.762657612562179565e-02,2.331130951642990112e-02
2.060000000000000000e+02,1.710341000337841852e-02,1.787240430712699890e-02,2.013004198670387268e-02
2.070000000000000000e+02,1.734194259760664034e-02,1.812166161835193634e-02,2.070564217865467072e-02
2.080000000000000000e+02,1.758380188507894029e-02,1.837439648807048798e-02,2.102680690586566925e-02
2.090000000000000000e+02,1.782903426150062726e-02,1.863065361976623535e-02,2.089210413396358490e-02
2.100000000000000000e+02,1.807768676963434143e-02,4.055613651871681213e-03,1.584863103926181793e-02
2.110000000000000000e+02,1.832980710832436341e-02,1.915394142270088196e-02,2.151820063591003418e-02
2.120000000000000000e+02,1.858544364164653809e-02,4.579942673444747925e-03,1.593952067196369171e-02
2.130000000000000000e+02,1.884464540818598863e-02,1.969192735850811005e-02,2.214365079998970032e-02
2.140000000000000000e+02,1.910746213044415762e-02,1.996656134724617004e-02,2.234762161970138550e-02
2.150000000000000000e+02,1.937394422437700020e-02,4.472247790545225143e-03,1.621481403708457947e-02
2.160000000000000000e+02,1.964414280906628951e-02,4.274296108633279800e-03,1.619056612253189087e-02
2.170000000000000000e+02,1.991810971652570664e-02,2.081365697085857391e-02,2.338575571775436401e-02
2.180000000000000000e+02,2.019589750164380373e-02,4.210473038256168365e-03,1.628928817808628082e-02
2.190000000000000000e+02,2.047755945226549870e-02,2.139825932681560516e-02,2.398756518959999084e-02
2.200000000000000000e+02,2.076314959941432184e-02,2.169669046998023987e-02,2.465935237705707550e-02
2.210000000000000000e+02,2.105272272765707983e-02,2.199928276240825653e-02,2.470565959811210632e-02
2.220000000000000000e+02,2.134633438561321303e-02,4.589878488332033157e-03,1.654988899827003479e-02
2.230000000000000000e+02,2.164404089661057726e-02,4.165596794337034225e-03,1.695575192570686340e-02
2.240000000000000000e+02,2.194589936948998510e-02,4.581958055496215820e-03,1.674525253474712372e-02
2.250000000000000000e+02,2.225196770956028303e-02,2.325244806706905365e-02,2.608617022633552551e-02
2.260000000000000000e+02,2.256230462970634787e-02,2.357673831284046173e-02,2.644603326916694641e-02
2.270000000000000000e+02,2.287696966165191428e-02,4.570315126329660416e-03,1.691953279078006744e-02
2.280000000000000000e+02,2.319602316737948838e-02,7.999901659786701202e-03,2.649745345115661621e-02
2.290000000000000000e+02,2.351952635070959918e-02,2.457699924707412720e-02,2.746750973165035248e-02
2.300000000000000000e+02,2.384754126904140362e-02,2.491976134479045868e-02,2.784698083996772766e-02
2.310000000000000000e+02,2.418013084525721945e-02,2.526730485260486603e-02,2.868207544088363647e-02
2.320000000000000000e+02,2.451735887979287695e-02,2.561969496309757233e-02,2.872979268431663513e-02
2.330000000000000000e+02,2.485929006287660933e-02,2.597700059413909912e-02,2.902105823159217834e-02
2.340000000000000000e+02,2.520598998693843532e-02,4.629396833479404449e-03,1.736677996814250946e-02
2.350000000000000000e+02,2.555752515919281626e-02,2.670662850141525269e-02,2.994123287498950958e-02
2.360000000000000000e+02,2.591396301439659669e-02,2.707909233868122101e-02,3.067074529826641083e-02
2.370000000000000000e+02,2.627537192778504893e-02,2.745675109326839447e-02,3.075264208018779755e-02
2.380000000000000000e+02,2.664182122818816584e-02,2.783967740833759308e-02,3.136869892477989197e-02
2.390000000000000000e+02,2.701338121133006059e-02,4.619350191205739975e-03,1.767950132489204407e-02
2.400000000000000000e+02,2.739012315331364536e-02,2.862162142992019653e-02,3.203453496098518372e-02
2.410000000000000000e+02,2.777211932429355865e-02,2.817733585834503174e-02,3.238033503293991089e-02
2.420000000000000000e+02,2.815944300233968328e-02,2.942553348839282990e-02,3.327028453350067139e-02
2.430000000000000000e+02,2.855216848749397851e-02,2.983591519296169281e-02,3.372536599636077881e-02
2.440000000000000000e+02,2.895037111602348501e-02,3.025202080607414246e-02,3.421364724636077881e-02
2.450000000000000000e+02,2.935412727487195575e-02,3.067393042147159576e-02,3.465621173381805420e-02
2.460000000000000000e+02,2.976351441631319358e-02,3.110172413289546967e-02,3.515468537807464600e-02
2.470000000000000000e+02,3.017861107280857269e-02,3.153548389673233032e-02,3.522536158561706543e-02
2.480000000000000000e+02,3.059949687207197053e-02,3.197529539465904236e-02,3.568926826119422913e-02
2.490000000000000000e+02,3.102625255234459783e-02,4.645594861358404160e-03,1.836656592786312103e-02
2.500000000000000000e+02,3.145895997788306087e-02,2.190045081079006195e-03,1.843384839594364166e-02
2.510000000000000000e+02,3.189770215466322667e-02,3.333186730742454529e-02,3.759922459721565247e-02
2.520000000000000000e+02,3.234256324630331580e-02,4.720133263617753983e-03,1.855807192623615265e-02
2.530000000000000000e+02,3.279362859020882454e-02,3.426807746291160583e-02,3.828930482268333435e-02
2.540000000000000000e+02,3.325098471394286742e-02,3.474599495530128479e-02,3.885054960846900940e-02
2.550000000000000000e+02,3.371471935182459440e-02,3.523058071732521057e-02,3.918496519327163696e-02
2.560000000000000000e+02,3.418492146175931834e-02,4.016341175884008408e-03,1.967747136950492859e-02
2.570000000000000000e+02,3.466168124230310787e-02,3.622011840343475342e-02,4.041428864002227783e-02
2.580000000000000000e+02,3.514509014996565484e-02,4.026302602142095566e-03,1.899947226047515869e-02
2.590000000000000000e+02,3.563524091675426830e-02,3.723745420575141907e-02,4.161199182271957397e-02
2.600000000000000000e+02,3.613222756796252016e-02,4.812989849597215652e-03,1.912192814052104950e-02
2.610000000000000000e+02,3.663614544020718511e-02,3.828335925936698914e-02,4.270771890878677368e-02
2.620000000000000000e+02,3.714709119971645879e-02,3.881727531552314758e-02,4.328476637601852417e-02
2.630000000000000000e+02,3.766516286087352727e-02,3.935864195227622986e-02,4.390607029199600220e-02
2.640000000000000000e+02,3.819045980501844378e-02,3.990755602717399597e-02,4.656927660107612610e-02
2.650000000000000000e+02,3.872308279951253152e-02,2.704009972512722015e-02,4.882155358791351318e-02
2.660000000000000000e+02,3.926313401706839346e-02,4.102845862507820129e-02,4.613026976585388184e-02
2.670000000000000000e+02,3.981071705534974803e-02,4.160066321492195129e-02,4.676451161503791809e-02
2.680000000000000000e+02,4.036593695684436572e-02,3.352082276251167059e-04,1.963561959564685822e-02
2.690000000000000000e+02,4.092890022901447822e-02,4.276912286877632141e-02,4.774536564946174622e-02
2.700000000000000000e+02,4.149971486472782412e-02,4.336560145020484924e-02,4.836319386959075928e-02
2.710000000000000000e+02,4.207849036297405670e-02,4.860587418079376221e-03,1.984113827347755432e-02
2.720000000000000000e+02,4.266533774986967786e-02,4.458363354206085205e-02,4.975913837552070618e-02
2.730000000000000000e+02,4.326036959995626513e-02,4.520541802048683167e-02,5.038914084434509277e-02
2.740000000000000000e+02,4.386370005779540587e-02,4.583587497472763062e-02,5.149011686444282532e-02
2.750000000000000000e+02,4.447544485986513335e-02,4.804818425327539444e-03,2.011771872639656067e-02
2.760000000000000000e+02,4.509572135676149368e-02,4.808416590094566345e-03,2.019622735679149628e-02
2.770000000000000000e+02,4.572464853570979565e-02,4.778049513697624207e-02,5.358994379639625549e-02
2.780000000000000000e+02,4.636234704338996343e-02,4.732962232083082199e-03,2.031198889017105103e-02
2.790000000000000000e+02,4.700893920907996126e-02,4.912253096699714661e-02,5.472316220402717590e-02
2.800000000000000000e+02,4.766454906812232079e-02,3.512171795591711998e-03,2.045284211635589600e-02
2.810000000000000000e+02,4.832930238571754578e-02,4.820974078029394150e-03,2.054311148822307587e-02
2.820000000000000000e+02,4.900332668104977196e-02,5.120658501982688904e-02,5.705096572637557983e-02
2.830000000000000000e+02,4.968675125174851215e-02,3.891023620963096619e-02,5.786252766847610474e-02
2.840000000000000000e+02,5.037970719869187819e-02,4.865072201937437057e-03,2.073413878679275513e-02
2.850000000000000000e+02,5.108232745115545009e-02,5.337906256318092346e-02,5.982640385627746582e-02
2.860000000000000000e+02,5.179474679231214213e-02,3.844025079160928726e-03,2.088526636362075806e-02
2.870000000000000000e+02,5.251710188508738886e-02,2.289302414283156395e-03,2.103934064507484436e-02
2.880000000000000000e+02,5.324953129837534105e-02,4.685831721872091293e-03,2.098159119486808777e-02
2.890000000000000000e+02,5.399217553362017918e-02,5.641974136233329773e-02,6.320158392190933228e-02
2.900000000000000000e+02,5.474517705176863008e-02,4.430657718330621719e-03,2.126006968319416046e-02
