Idx,w_bc,min-bc-loss,min-total-loss
109.0000,0.0045,0.0047,0.0058
110.0000,0.0045,0.0034,0.0102
111.0000,0.0046,0.0048,0.0060
112.0000,0.0047,0.0049,0.0056
113.0000,0.0047,0.0034,0.0091
114.0000,0.0048,0.0050,0.0099
115.0000,0.0048,0.0051,0.0063
116.0000,0.0049,0.0042,0.0108
117.0000,0.0050,0.0036,0.0101
118.0000,0.0051,0.0035,0.0092
119.0000,0.0051,0.0054,0.0062
120.0000,0.0052,0.0054,0.0067
121.0000,0.0053,0.0035,0.0096
122.0000,0.0053,0.0056,0.0127
123.0000,0.0054,0.0057,0.0066
124.0000,0.0055,0.0007,0.0097
125.0000,0.0056,0.0058,0.0071
126.0000,0.0056,0.0036,0.0109
127.0000,0.0057,0.0060,0.0073
128.0000,0.0058,0.0035,0.0102
129.0000,0.0059,0.0037,0.0111
130.0000,0.0060,0.0062,0.0072
131.0000,0.0061,0.0063,0.0076
132.0000,0.0061,0.0034,0.0113
133.0000,0.0062,0.0065,0.0078
134.0000,0.0063,0.0066,0.0079
135.0000,0.0064,0.0067,0.0077
136.0000,0.0065,0.0068,0.0078
137.0000,0.0066,0.0038,0.0117
138.0000,0.0067,0.0070,0.0080
139.0000,0.0068,0.0071,0.0081
140.0000,0.0069,0.0038,0.0110
141.0000,0.0070,0.0073,0.0087
142.0000,0.0070,0.0074,0.0088
143.0000,0.0071,0.0075,0.0086
144.0000,0.0072,0.0039,0.0106
145.0000,0.0073,0.0077,0.0088
146.0000,0.0075,0.0038,0.0121
147.0000,0.0076,0.0038,0.0121
148.0000,0.0077,0.0072,0.0133
149.0000,0.0078,0.0081,0.0097
150.0000,0.0079,0.0082,0.0098
151.0000,0.0080,0.0037,0.0124
152.0000,0.0081,0.0085,0.0097
153.0000,0.0082,0.0067,0.0110
154.0000,0.0083,0.0087,0.0099
155.0000,0.0084,0.0088,0.0101
156.0000,0.0086,0.0089,0.0102
157.0000,0.0087,0.0091,0.0104
158.0000,0.0088,0.0092,0.0108
159.0000,0.0089,0.0093,0.0110
160.0000,0.0090,0.0095,0.0111
161.0000,0.0092,0.0037,0.0129
162.0000,0.0093,0.0097,0.0115
163.0000,0.0094,0.0099,0.0115
164.0000,0.0096,0.0100,0.0117
165.0000,0.0097,0.0041,0.0131
166.0000,0.0098,0.0041,0.0131
167.0000,0.0100,0.0104,0.0122
168.0000,0.0101,0.0041,0.0132
169.0000,0.0102,0.0040,0.0133
170.0000,0.0104,0.0109,0.0126
171.0000,0.0105,0.0110,0.0127
172.0000,0.0107,0.0112,0.0130
173.0000,0.0108,0.0041,0.0136
174.0000,0.0110,0.0115,0.0130
175.0000,0.0111,0.0116,0.0136
176.0000,0.0113,0.0118,0.0134
177.0000,0.0114,0.0120,0.0139
178.0000,0.0116,0.0121,0.0141
179.0000,0.0118,0.0123,0.0142
180.0000,0.0119,0.0125,0.0141
181.0000,0.0121,0.0126,0.0147
182.0000,0.0123,0.0023,0.0142
183.0000,0.0124,0.0130,0.0151
184.0000,0.0126,0.0043,0.0142
185.0000,0.0128,0.0042,0.0145
186.0000,0.0130,0.0041,0.0143
187.0000,0.0131,0.0043,0.0144
188.0000,0.0133,0.0139,0.0161
189.0000,0.0135,0.0141,0.0160
190.0000,0.0137,0.0042,0.0146
191.0000,0.0139,0.0044,0.0146
192.0000,0.0141,0.0147,0.0170
193.0000,0.0143,0.0149,0.0172
194.0000,0.0145,0.0038,0.0151
195.0000,0.0147,0.0153,0.0177
196.0000,0.0149,0.0043,0.0150
197.0000,0.0151,0.0043,0.0150
198.0000,0.0153,0.0160,0.0184
199.0000,0.0155,0.0042,0.0151
200.0000,0.0157,0.0164,0.0188
201.0000,0.0160,0.0167,0.0191
202.0000,0.0162,0.0044,0.0153
203.0000,0.0164,0.0171,0.0193
204.0000,0.0166,0.0043,0.0154
205.0000,0.0169,0.0045,0.0155
206.0000,0.0171,0.0039,0.0156
207.0000,0.0173,0.0181,0.0207
208.0000,0.0176,0.0184,0.0210
209.0000,0.0178,0.0186,0.0213
210.0000,0.0181,0.0189,0.0216
211.0000,0.0183,0.0045,0.0159
212.0000,0.0186,0.0045,0.0159
213.0000,0.0188,0.0045,0.0161
214.0000,0.0191,0.0200,0.0228
215.0000,0.0194,0.0044,0.0162
216.0000,0.0196,0.0205,0.0235
217.0000,0.0199,0.0208,0.0237
218.0000,0.0202,0.0211,0.0237
219.0000,0.0205,0.0046,0.0164
220.0000,0.0208,0.0217,0.0248
221.0000,0.0211,0.0220,0.0250
222.0000,0.0213,0.0055,0.0209
223.0000,0.0216,0.0226,0.0257
224.0000,0.0219,0.0046,0.0167
225.0000,0.0223,0.0233,0.0264
226.0000,0.0226,0.0236,0.0268
227.0000,0.0229,0.0046,0.0171
228.0000,0.0232,0.0242,0.0275
229.0000,0.0235,0.0245,0.0273
230.0000,0.0238,0.0249,0.0283
231.0000,0.0242,0.0253,0.0287
232.0000,0.0245,0.0256,0.0290
233.0000,0.0249,0.0260,0.0291
234.0000,0.0252,0.0045,0.0173
235.0000,0.0256,0.0267,0.0299
236.0000,0.0259,0.0045,0.0175
237.0000,0.0263,0.0045,0.0176
238.0000,0.0266,0.0047,0.0176
239.0000,0.0270,0.0282,0.0320
240.0000,0.0274,0.0046,0.0178
241.0000,0.0278,0.0290,0.0328
242.0000,0.0282,0.0048,0.0179
243.0000,0.0286,0.0298,0.0337
244.0000,0.0290,0.0303,0.0342
245.0000,0.0294,0.0307,0.0347
246.0000,0.0298,0.0038,0.0183
247.0000,0.0302,0.0315,0.0356
248.0000,0.0306,0.0320,0.0360
249.0000,0.0310,0.0047,0.0183
250.0000,0.0315,0.0329,0.0371
251.0000,0.0319,0.0046,0.0187
252.0000,0.0323,0.0338,0.0382
253.0000,0.0328,0.0343,0.0387
254.0000,0.0333,0.0045,0.0187
255.0000,0.0337,0.0045,0.0188
256.0000,0.0342,0.0047,0.0189
257.0000,0.0347,0.0362,0.0408
258.0000,0.0351,0.0367,0.0414
259.0000,0.0356,0.0372,0.0421
260.0000,0.0361,0.0378,0.0425
261.0000,0.0366,0.0383,0.0428
262.0000,0.0371,0.0388,0.0437
263.0000,0.0377,0.0048,0.0193
264.0000,0.0382,0.0399,0.0449
265.0000,0.0387,0.0047,0.0195
266.0000,0.0393,0.0041,0.0200
267.0000,0.0398,0.0046,0.0199
